Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Australia,AUS,Fixed telephone subscriptions,IT.MLT.MAIN,1561968,1561970,1561970,1561970,1561970,2010000,2010000,2010000,2010000,2010000,2704000,2704000,2704000,2704000,2704000,3539000,3700000,3907000,4165945,4449468,4742662,5069342,5356572,5591667,5850594,6186835,6501468,6816301,7091549,7419982,7786889,8046029,8257000,8540000,8850000,8900000,9170000,9350000,9540000,9760000,10050000,10060000,10400000,10460000,10370000,10120000,9940000,9760000,9370000,10709000,10625000,10573000,10471000,10350000,9190000,8500000,8480000,8460000,8200000,6200000,5600000,4600000
Austria,AUT,Fixed telephone subscriptions,IT.MLT.MAIN,428807,428807,428807,428807,428807,655000,655000,655000,655000,655000,969000,969000,969000,969000,969000,1505000,1623000,1747000,1885000,2033000,2191000,2323000,2438672,2547908,2640843,2729389,2818437,2906736,3001319,3102814,3223161,3344179,3466493,3579900,3691800,3796900,3901600,3969400,4008000,3939000,3997000,3997000,3883000,3877000,3821000,3739000,3605000,3407000,3285000,3253000,3398000,3388000,3380000,3334000,3518900,3609900,3567200,3711200,3735346,3722128,3786725,3808709
Azerbaijan,AZE,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,210000,230000,270000,290000,320000,340000,390000,410000,430000,450000,470000,500000,530000,559000,590000,620000,620150,620300,620390,635237,639532,645068,658296,680200,730000,801200,864800,926000,941366,1013400,1094200,1176976,1253300,1310500,1401100,1506585,1683876,1724004,1757855,1795448,1796027,1700233,1688325,1681407,1673211,1652688,1644300
Burundi,BDI,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,1400,1400,1400,1400,1400,2000,2000,2000,2000,2000,2700,2600,,,,,2000,2200,2430,3810,5310,6631,7107,7346,7666,7950,10236,12888,15550,15788,17255,15181,15867,17849,18993,20000,20543,22084,23895,27744,27800,27886,28500,30411,31121,34972,30010,17394,21253,21669,21774,19540,23409,24810,20936,18300,15976
Belgium,BEL,Fixed telephone subscriptions,IT.MLT.MAIN,779262,779262,779262,779262,779262,1049970,1049970,1049970,1049970,1049970,1343541,1343540,1343540,1343540,1343540,1849960,1941000,2050000,2178000,2317000,2441993,2587107,2722107,2818084,2924966,3032418,3227160,3367192,3525140,3711641,3912629,4096071,4264342,4395695,4543468,4682086,4623685,4768235,4856502,5008640,5036422,5131694,4931600,4875000,4801000,4794583,4727800,4847263,4734517,4636079,4639780,4634252,4634782,4586500,4532475,4488711,4371055,4281818,4106864,3930410,3635172,3293420
Benin,BEN,Fixed telephone subscriptions,IT.MLT.MAIN,2176,2176,2176,2176,2176,2300,2300,2300,2300,2300,3500,3500,3500,3500,3500,5313,5861,6371,7032,7692,8515,9409,9680,9950,10581,10882,12033,13184,13596,14236,14778,15011,15760,20409,23945,28206,32679,36453,38354,43656,51644,59298,62669,66511,72789,76267,77342,110765,115289,127149,133427,152715,156715,159443,195662,194666,124883,56787,48508,35917,32386,11493
Burkina Faso,BFA,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,1500,1500,1500,1500,1500,2400,2600,4000,4000,4000,4000,6670,7180,7488,7797,7950,9582,11556,12804,14493.5,16183,17844,19784,21873,26328,30043,34055,36258,41218,47338,53217,58036,61908,66639,85225,91191,94758,116746,148157,152461,143963,141529,141358,137421,124595,75075,75727,76000,76760,75291,75039,81374
Bangladesh,BGD,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,45000,45000,45000,45000,45000,60000,68000,76000,86000,89000,95000,101000,108000,114580,121100,151400,163900,174400,187100,192000,218000,221513,232700,245947,262274,286605,316081,368017,412607,432968,491303,564880,605931,742048,830950,1070000,1134000,1186919,1344456,1234895,1280782,977700,961589,1082348,974181,864263,766183,707568,1449646,1449646,1390048,587482
Bulgaria,BGR,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,805000,908000,1144300,1130300,1352700,1400000,1500000,1600000,1745000,1886000,1994000,2175423,2205483,2339668,2410427,2487918,2562915,2647459,2681074,2757990,2833395,2881786,2887000,2871801,2817512,2726800,2490022,2399424,2300355,2189773,2205394,2164258,2272834,2132905,1942424,1816974,1654879,1478975,1289853,1120392,975355,872757,787637
Bahrain,BHR,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,3200,3200,3200,3200,3200,6300,6300,6300,6300,6300,14000,15700,19400,22262,33310,41220,45627,50503,56974,64330,69297,72907,75080,82996,87737,93995,100581,112530,124353,135853,140850,144391,152303,157619,165369,170976,173855,175446,185756,191553,193520,194196,203541,220386,238000,228000,276523,299416,291499,284684,280115,279864,284311,274733,273122,274106,266741
"Bahamas, The",BHS,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,20400,20400,20400,20400,20400,22800,26400,26500,29200,29100,31080,32240,39720,36275,38803,41986,48433,53891,58400,61853,69872,78161,76806,76180,78836,83707,89463,98125,105869,111184,114347,123302,126556,131856,139936,133074,131564,132854,132756,128964,129314,132995,135000,136000,125658,120925,121088,113852,113455,91129,91000,
Bosnia and Herzegovina,BIH,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000,600000,250000,237843,272250,302889,333182,367921,780000,847026,902836,938019,951526,968857,989000,1064452,1031355,998644,998615,955937,886313,846484,847694,772684,744991,759344,792535,728322,706135,689295
Belarus,BLR,Fixed telephone subscriptions,IT.MLT.MAIN,75000,75000,75000,75000,75000,114900,114900,114900,114900,114900,257600,257600,257600,257600,257600,490200,541000,584300,631400,675900,722900,756700,803200,860300,972100,1002900,1114874,1227516,1347501,1464128,1574158,1673460,1744496,1814359,1890000,1968435,2127972,2312599,2489851,2638468,2751905,2862376,2967163,3071342,3175886,3284272,3367950,3671850,3718094,3983178,4138600,4207978,4407040,4468600,4514315,4540676,4515382,4499821,4488796,4452779,4406560,4332754
Belize,BLZ,Fixed telephone subscriptions,IT.MLT.MAIN,1018,1018,1018,1018,1018,2800,2800,2800,2800,2800,3000,3000,3000,3000,3000,3300,3345,3518,3588,3851,3870,3898,5229,6039,6079,7000,8000,10000,12250,15254,17320,21276,24840,28624,28192,28947,29600,30667,32487,36116,35754,35237,31300,33278,33716,33770,34325,33905,31124,31168,30288,28844,25415,24051,22700,23603,22400,21084,20869,18500,19000,
Bermuda,BMU,Fixed telephone subscriptions,IT.MLT.MAIN,9300,9300,9300,9300,9300,12542,12542,12542,12542,12542,16034,16034,16034,16034,16034,17500,17900,19383,20500,21500,22371,23499,26453,27480,28720,29823,31356,32818,34588,36298,37319,38989,39786,42068,44215,46402,48524,51853,53730,54933,56073,56151,56000,54000,53850,52471,57654,57600,57600,57700,57800,,69000,72000,29234,12000,20351,21883,,25000,25000,
Bolivia,BOL,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,,135100,142000,148100,150000,157719,158746,159774,164248,165296,169932,182686,204059,208034,231739,242823,246881,348595,384530,452381,502568,510755,524391,590638,610261,625428,646291,666553,678198,788972,804217,851203,878483,880371,874381,876111,881235,867346,851110,711961,652272,598082,539481
Brazil,BRA,Fixed telephone subscriptions,IT.MLT.MAIN,650000,650000,650000,650000,650000,850000,850000,850000,850000,850000,1250000,1250000,1250000,1250000,1250000,2201242,2510000,3060000,3720000,4290073,4950000,5330000,5822397,6300000,6700000,7201516,7451000,7810000,8270000,8790000,9409000,10075924,10841000,11303000,12269000,13263000,15105886,17038823,19986556,24985000,30926272,37430779,38810685,39205000,39578903,39852600,38800200,39399622,41235247,41496998,42141418,43025835,44305294,45038117,44128188,43677141,42003948,40375700,38311924,33712877,30653813,28883475
Barbados,BRB,Fixed telephone subscriptions,IT.MLT.MAIN,6933,6933,6933,6933,6933,10801,10801,10801,10801,10801,18682,18682,18682,18682,18682,27046,28962,31313,32539,33765,34539,34962,38190,41917,46050,48488,51692,55040,59487,66113,72141,77977,80095,82507,85376,90132,96547,108457,113031,115000,123832,128956,133000,134000,135732,134878,134261,134261,135000,135700,137486,140668,143358,148735,135775,149532,139715,120471,128043,128043,128000,120980
Brunei Darussalam,BRN,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,7200,8200,9500,11100,14006,15000,17000,19000,20808,22300,24612,27570,30217,35000,39092,48107,55228,61620,68127,78794,76789,77742,79086,80500,88440,81280,81925,83100,83890,80176,79554,80786,80549,79901,79839,70933,,71644,76002,74213,83794,82588,86590,103885,112298
Bhutan,BTN,Fixed telephone subscriptions,IT.MLT.MAIN,0,0,0,0,0,250,250,250,250,250,385,385,385,385,385,570,670,670,670,1100,1190,1200,1300,1400,1450,1500,1600,1650,1700,1838,1871,2500,2959,3809,4572,5243,6074,6430,10437,11990,14145,17553,19615,23657,30285,33000,31526,29857,27475,26348,26292,27490,27005,26485,23823,21811,21081,21364,22015,21581,22987,19680
Botswana,BWA,Fixed telephone subscriptions,IT.MLT.MAIN,400,400,400,400,400,1200,1200,1200,1200,1200,2300,2300,2300,2300,2300,4700,5000,5500,5900,6400,7128,7812,8486,9459,10079,10576,11751,14591,18215,22195,26367,32607,36477,43487,50447,59673,72189,85592,102016,123819,135900,148155,148155,131399,131774,136463,132034,136946,142282,137422,137422,149578,160488,174165,169236,160490,142122,141207,142481,142587,140003,132457
Central African Republic,CAF,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,2557,2385,2617,2474,2860,2800,2767,2600,3902,4100,4340,4520,5008,5358,6092,6757,7373,8385,9704,9814,9563,9860,9468,8917,9000,9500,10000,10000,,,,3561,929,815,823,800,800,1881,1964,2104,2193,2000,2000,
Canada,CAN,Fixed telephone subscriptions,IT.MLT.MAIN,4987502,4987500,4987500,4987500,4987500,5269000,5269000,5269000,5269000,5269000,6514000,6514000,6514000,6514000,6514000,8278000,8614000,8920000,9271000,9595000,9979000,10294500,10335442,10468344,11827271,12480666,12948041,13444317,13975828,14647789,15295819,15814928,16246589,16716802,17250407,17567000,17974000,18660000,19294000,20380000,20840000,21126000,20622000,20612000,20563000,18148000,18236000,18282026,18250000,18708000,18394000,18274000,17726000,16921000,16403600,15612271,15155520,14469000,13842000,13596000,13340000,12928000
Central Europe and the Baltics,CEB,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,1624795,1624795,1624795,1624795,1624795,2447603,2447603,2447603,2447603,2447603,3979350,4412695,4821956,5211812,7590583,8100880,8704260,8974976,9535691,9997954,10771463,11065367,11686586,12345337,12996703,14130337,14949571,16055547,17250186,18980556,20938229,23293448,25817188,28508016,30726610,32046150,32524843,32440594,32588099,32706927,31415549,30250135,28961685,27986546,26844152,25319110,24428102,22965138,24808077,25773375,24381093,22863102,21454568,19787412,18587385,17472201,16273823
Switzerland,CHE,Fixed telephone subscriptions,IT.MLT.MAIN,1090975,1090980,1090980,1090980,1090980,1466000,1466000,1466000,1466000,1466000,1945000,1945000,1945000,1945000,1945000,2470000,2523000,2599000,2677000,2755000,2839000,2925000,3010000,3095057,3184401,3277026,3381492,3499609,3632765,3784506,3942701,4080651,4184841,4265818,4257596,4480000,4571000,4688000,4884000,5066000,5235733,5383483,5387568,5323452,5253450,5149736,5021743,4927184,4827882,5131810,4907773,4898770,4721981,4593321,4374700,4140000,3772545,3559361,3331277,3171158,3063802,2956500
Channel Islands,CHI,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Fixed telephone subscriptions,IT.MLT.MAIN,131803,131803,131803,131803,131803,163000,163000,163000,163000,163000,237000,237000,237000,237000,237000,297000,308000,325000,345000,351000,363000,386706,404196,436860,481002,537089,557987,580795,625466,645863,864155,1056027,1283048,1520291,1587000,1818000,2151000,2693286,3046698,3108799,3302498,3478492,3467013,3252063,3345102,3460645,3383597,3459611,3524790,3555311,3459367,3370104,3292502,3347231,3427749,3445880,3375037,3200245,2997192,2750272,2567938,2510972
China,CHN,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,1692000,1761000,1833000,1925000,2033000,2140700,2220900,2342500,2508000,2774000,3120000,3504000,3907000,4727000,5680400,6850300,8450600,11469100,17332000,27295300,40705700,54947000,70310000,87420937,108715763,144829000,180368000,214222000,262747000,311756000,350445000,367786000,365637000,340359000,313732000,294383000,285115000,278153000,266985000,249430000,230996000,206624000,193757000,192085000,191033000,181908000,180700500
Cote d'Ivoire,CIV,Fixed telephone subscriptions,IT.MLT.MAIN,3690,3690,3690,3690,3690,8600,8600,8600,8600,8600,17000,17000,17000,17000,17000,24022,26206,27696,30521,32656,37465,42590,47025,50970,51739,57088,61111,63640,66663,68375,72753,81284,83869,90165,103268,115790,129808,142322,170001,219283,263667,293568,324839,238000,257932,258515,270573,247573,356502,282070,283343,276494,276135,272145,242684,277248,289108,305562,302398,271724,264073,265513
Cameroon,CMR,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,12989,13529,14112,15152,16576,17204,18304,21316,25086,28115,29861,32400,35000,36000,38468,40218,41933,54672,57168,58200,65597,70558,75200,93920,94599,95000,106287,110881,97393,99439,100331,130694,188874,255306,435413,539504,668965,737445,799016,1156230,1050281,1051073,885762,902253,856411,964378,739572
"Congo, Dem. Rep.",COD,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,22300,22300,22300,22300,22300,26900,26900,25300,25300,25300,26600,24030,24971,25630,28670,29010,29000,29000,29186,32000,34000,35000,36000,36000,36000,36000,36000,9100,9350,9550,9810,9980,10000,9733,10524,10579,9700,3500,37320,42320,41990,56970,59534,0,0,0,0,0,0,0,0,
"Congo, Rep.",COG,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,3900,3900,3900,3900,3900,4900,4900,4900,4900,4900,5600,6299,6518,6936,7693,8492,8882,8963,9545,9751,10159,10303,10905,15010,15768,15852,16905,17915,19177,20553,21410,22000,22000,22000,22000,22000,22000,22000,7000,13820,15907,13754,13404,9050,11600,13400,14200,14932,15679,16300,17000,17000,17000,,17000,17000,
Colombia,COL,Fixed telephone subscriptions,IT.MLT.MAIN,274937,274937,274937,274937,274937,393000,393000,393000,393000,393000,596000,596000,596000,596000,596000,837600,861200,936600,1010800,1022300,1075700,1134460,1293030,1298843,1506427,1702291,1798793,1918297,2070360,2176541,2414726,2633273,2821700,3139468,3513000,3872845,4645453,5394757,6366944,6665422,7192778,7371545,7766000,7848266,7588676,7678804,7860205,7924098,7928944,7473867,7186165,7126730,7066130,7141461,7180937,7109254,7115984,6987654,6973573,7012306,7248026,7567395
Comoros,COM,Fixed telephone subscriptions,IT.MLT.MAIN,0,0,0,0,0,100,100,100,100,100,300,300,300,300,300,450,500,600,700,800,900,1000,1100,1200,1400,1594,1772,2013,2314,2889,3265,3641,3851,4010,4272,4377,4980,5507,6226,6521,6773,8876,10258,13245,15083,16939,19061,26025,28809,30787,21210,23146,24000,23000,23500,14599,13049,17212,10320,10042,7573,7431
Cabo Verde,CPV,Fixed telephone subscriptions,IT.MLT.MAIN,188,188,188,188,188,,188,188,188,188,,188,188,188,188,1490,,,,,1439,1565.1,1700,1890,2190,2282,3722,5614,6406,6800,8246,9095,11629,15252,18450,21513,25232,33241,39985,46865,54644,64132,70187,71716,71700,71600,71578,71764,71860,71874,71971,74503,70220,66177,59621,63584,64724,64970,62680,57511,57668,53586
Costa Rica,CRI,Fixed telephone subscriptions,IT.MLT.MAIN,10000,10000,10000,10000,10000,20000,20000,20000,20000,20000,40000,40000,40000,40000,40000,81000,90800,106200,123100,133600,157400,170600,188559,194855,202459,209930,214706,240444,256521,272000,281433,304863,326789,364119,430000,478939,525682,684636,742415,802597,898734,944950,1037986,1159223,1343193,1388503,1329505,1436695,1437733,1499601,1060384,1031719,995089,968459,881217,859514,838346,813641,767835,640302,559882,553455
Caribbean small states,CSS,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,68201,69254,69254,69254,69254,126182,127235,127235,127235,127235,182240,189599,180833,187023,186336,193036,220094,242325,275225,310145,369519,418699,451163,478457,505086,564864,623720,697451,784937,859226,931235,1039072,1166616,1266839,1338797,1416002,1459760,1400180,1435637,1412159,1298925,1333191,1355316,1320281,1296561,1247400,1257870,1237521,1242794,1211962,1210860,1232364,1176555,1131022,1322107,1335877,1067393
Cuba,CUB,Fixed telephone subscriptions,IT.MLT.MAIN,155402,155402,155402,155402,155402,,155402,155402,155402,155402,,155402,155402,155402,155402,,197000,197000,196000,211000,,232100,244000,255000,256500,268600,287800,370400,353300,304107,336648,339057,336945,349000,349471,353163,356158,370800,387642,433762,488606,574415,665639,724261,768196,855958,961573,1055118,1088089,1119786,1163625,1193415,1216522,1237276,1264817,1295857,1322002,1349188,1384173,1447134,1502230,1539269
Curacao,CUW,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83080,78846,68070,63868,63715,61130,62571,59231,61709,58805,53500,54000,
Cayman Islands,CYM,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,1400,1400,1400,1400,1400,2450,2750,3100,3400,3800,4150,4150,4150,4150,6712,7343,7780,8810,9550,10760,12330,11795,12753,14011,17610,19410,,19026,27673,31511,35000,38000,38000,38000,38000,38000,38000,35050,35766,36151,37351,37229,37392,36717,32903,33534,34116,34768,,36000,36000,
Cyprus,CYP,Fixed telephone subscriptions,IT.MLT.MAIN,10630,10630,10630,10630,10630,20550,20550,20550,20550,20550,33359,33359,33359,33359,33359,42852,47699,43348,53348,60469,66735,77204,85192,99965,119460,136054,155921,180118,202244,223117,245941,268898,290852,310990,330364,347343,366363,386013,404710,424060,440091,434978,427427,424104,418365,420030,408319,409279,413323,414512,413192,405024,373196,349108,327874,323707,320573,317241,311559,323914,311439,304581
Czechia,CZE,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,1153004,1178732,1204495,1230784,1269169,1301376,1332331,1380327,1437034,1495474,1557478,1623642,1707398,1818638,1972293,2177951,2444156,2817215,3279773,3741492,3806137,3871651,3860843,3675470,3626294,3427666,3217340,2887583,2402774,2477927,2526857,2367400,2203900,2117400,2001000,2001900,1906594,1758590,1640094,1511942,1494175,1335224,1294806
Germany,DEU,Fixed telephone subscriptions,IT.MLT.MAIN,3220990,3220990,3220990,3220990,3220990,4845000,4845000,4845000,4845000,4845000,8587000,8587000,8587000,8587000,8587000,12834000,14212000,15748000,17305000,18917000,20431600,21645900,22571600,23385600,24420600,25391800,26189300,27007100,27823200,28847800,31887000,33559719,35420843,37000000,38800000,42000000,44100000,45200000,46530000,48210000,50220000,52330000,53670000,54233000,54526000,54791000,54400000,53100000,50300000,53700000,52900000,51400000,50100000,48700000,47021000,45350000,45300000,44400000,42500000,40400000,38400000,38600000
Djibouti,DJI,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,1167,1167,1167,1167,1167,1551,1635,1660,1920,2270,2624,2990,3420,3624,3670,4048,4299,4452,4801,4806,5710,6230,6789,7349,7516,7556,8151,8283,7932,8831,9704,9932,10125,10169,11103,10578,11301,14113,14910,16842,18474,18442,19955,20686,21912,22902,24925,36582,36855,37107,38866,27326
Dominica,DMA,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,1300,1300,1300,1300,1300,2180,2540,2930,3140,400,1210,,3100,3110,3900,4812,6000,7000,8000,10000,11632,12404,13700,15900,16700,17800,18737,19200,20070,21332,22700,23250,23708,22468,20963,19000,17500,17450,17500,16500,15484,14992,16237,17144,16449,20585,13328,12961,2798,5568,1000,
Denmark,DNK,Fixed telephone subscriptions,IT.MLT.MAIN,833987,833987,833987,833987,833987,1030865,1030870,1030870,1030870,1030870,1249003,1249000,1249000,1249000,1249000,1706661,1835243,1954316,2055144,2155253,2225774,2288634,2351452,2403245,2465993,2543291,2628371,2711691,2791740,2847873,2911198,2950756,3004944,3059806,3123026,3193412,3251124,3340501,3495858,3638119,3835000,3864839,3700867,3614249,3491307,3348177,3098580,2825095,2975049,2774313,2613759,2481469,2299308,2094553,1872404,1519712,1395239,1098998,1121906,1003524,734436,706604
Dominican Republic,DOM,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,,,,,,,,,,,,,,,,108500,113900,118400,125300,134100,143700,148200,193400,227000,284000,341201,410542,479480,529981,555449,582611,618551,704389,772180,826746,894164,955145,908957,908809,902258,896252,897026,906485,985711,965423,1012912,1099790,1128947,1171049,1226109,1304968,1345091,1329851,1278188,1211081,1155493,1154670
Algeria,DZA,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,72700,72700,72700,72700,72700,95800,95800,95800,95800,95800,128900,140723,172400,207000,260400,311400,362900,408211,445779,465309,537056,578571,634859,697209,749851,812000,883120,962247,1068094,1122409,1176316,1278142,1400343,1477000,1600000,1761327,1880000,1950000,2079464,2486720,2572000,2841297,3068409,3069140,2576165,2922731,3059336,3289363,3132829,3098787,3267592,3404709,4100982,4200919,4635217,4785763,5097059
